Info 0    [12:05:43.636] Starting TS Server
Info 244  [12:55:36.095] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 245  [12:55:36.121] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 15 structureChanged: false Elapsed: 26.406068000011146ms
Info 246  [12:55:36.121] Different program with same set of files:: structureIsReused:: 2
Info 247  [12:55:36.289] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 248  [12:55:36.326] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 16 structureChanged: true Elapsed: 36.90113199967891ms
Info 249  [12:55:36.326] Different program with same set of files:: structureIsReused:: 1
Info 250  [12:55:36.491] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 251  [12:55:36.526] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 17 structureChanged: true Elapsed: 34.16791999991983ms
Info 252  [12:55:36.526] Different program with same set of files:: structureIsReused:: 1
Info 253  [12:55:36.906] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 254  [12:55:36.951] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 18 structureChanged: true Elapsed: 44.43325599981472ms
Info 255  [12:55:36.951] Different program with same set of files:: structureIsReused:: 1
Info 256  [12:55:37.100] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 257  [12:55:37.136] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 19 structureChanged: true Elapsed: 36.703327000141144ms
Info 258  [12:55:37.136] Different program with same set of files:: structureIsReused:: 1
Info 259  [12:55:37.347] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 260  [12:55:37.381] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 20 structureChanged: true Elapsed: 33.811532999854535ms
Info 261  [12:55:37.381] Different program with same set of files:: structureIsReused:: 1
Info 262  [12:55:37.550] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 263  [12:55:37.586] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 21 structureChanged: true Elapsed: 35.830661999993026ms
Info 264  [12:55:37.586] Different program with same set of files:: structureIsReused:: 1
Info 265  [12:55:39.991] Before ensureProjectForOpenFiles:
Info 266  [12:55:39.992] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 267  [12:55:40.026] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 22 structureChanged: false Elapsed: 34.213653000071645ms
Info 268  [12:55:40.026] Different program with same set of files:: structureIsReused:: 2
Info 269  [12:55:40.026] After ensureProjectForOpenFiles:
Info 270  [12:55:40.026] got projects updated in background, updating diagnostics for /Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/services/server/webpack.config.js,/Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/services/server/dist/bundle.js,/Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/packages/logger/lib/logger.js,/Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/services/server/lib/server.js
Info 271  [12:55:40.026] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 272  [12:55:40.066] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 23 structureChanged: true Elapsed: 39.79945500008762ms
Info 273  [12:55:40.066] Different program with same set of files:: structureIsReused:: 1
Info 274  [12:55:40.194] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 275  [12:55:40.229] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 24 structureChanged: true Elapsed: 34.83882599975914ms
Info 276  [12:55:40.229] Different program with same set of files:: structureIsReused:: 1
Info 277  [12:55:40.320] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 278  [12:55:40.359] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 25 structureChanged: true Elapsed: 38.39120800001547ms
Info 279  [12:55:40.359] Project '/dev/null/inferredProject4*' (Inferred)
Info 280  [12:55:40.359] 	Files (141)

Info 281  [12:55:40.359] -----------------------------------------------
Info 282  [12:55:40.522] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 283  [12:55:40.562] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 26 structureChanged: true Elapsed: 39.695666000247ms
Info 284  [12:55:40.562] Different program with same set of files:: structureIsReused:: 1
Info 285  [12:55:40.623] getCompletionData: Get current token: 0.009134000167250633
Info 286  [12:55:40.623] getCompletionData: Is inside comment: 0.0042779999785125256
Info 287  [12:55:40.623] getCompletionData: Get previous token 1: 0.02727800002321601
Info 288  [12:55:40.623] getCompletionsAtPosition: isCompletionListBlocker: 0.01710100006312132
Info 289  [12:55:40.632] getSymbolsFromOtherSourceFileExports: Recomputing list
Info 290  [12:55:40.638] forEachExternalModuleToImportFrom: filtered out 53 modules by package.json contents
Info 291  [12:55:40.645] getSymbolsFromOtherSourceFileExports: 13.82091399980709
Info 292  [12:55:40.647] getCompletionData: Semantic work: 23.40587199991569
Info 293  [12:55:40.653] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.296449999790639
Info 294  [12:55:42.967] Before ensureProjectForOpenFiles:
Info 295  [12:55:42.970] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 296  [12:55:42.972] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 18 structureChanged: true Elapsed: 2.139885999727994ms
Info 297  [12:55:42.972] Project '/dev/null/inferredProject3*' (Inferred)
Info 298  [12:55:42.972] 	Files (0)

Info 299  [12:55:42.972] -----------------------------------------------
Info 300  [12:55:42.972] After ensureProjectForOpenFiles:
Info 301  [12:55:42.973] got projects updated in background, updating diagnostics for /Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/services/server/webpack.config.js,/Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/services/server/dist/bundle.js,/Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/packages/logger/lib/logger.js,/Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/services/server/lib/server.js
Info 302  [12:55:43.329] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 303  [12:55:43.329] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 19 structureChanged: false Elapsed: 0.08171100029721856ms
Info 304  [12:55:44.889] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 305  [12:55:44.916] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 27 structureChanged: false Elapsed: 27.25038699992001ms
Info 306  [12:55:44.916] Different program with same set of files:: structureIsReused:: 2
Info 307  [12:55:45.582] Before ensureProjectForOpenFiles:
Info 308  [12:55:45.583] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 309  [12:55:45.601] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 28 structureChanged: false Elapsed: 18.117064000107348ms
Info 310  [12:55:45.601] Different program with same set of files:: structureIsReused:: 2
Info 311  [12:55:45.601] After ensureProjectForOpenFiles:
Info 312  [12:55:45.601] got projects updated in background, updating diagnostics for /Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/services/server/webpack.config.js,/Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/services/server/dist/bundle.js,/Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/packages/logger/lib/logger.js,/Users/seijiro-ozawa/go/src/github.com/iact-cogmo/lerna-repo/services/server/lib/server.js
Info 313  [12:55:45.860] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 314  [12:55:45.885] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 29 structureChanged: false Elapsed: 24.664708000142127ms
Info 315  [12:55:45.885] Different program with same set of files:: structureIsReused:: 2
Info 316  [12:55:45.960] getCompletionData: Get current token: 0.022477000020444393
Info 317  [12:55:45.960] getCompletionData: Is inside comment: 0.04014699999243021
Info 318  [12:55:45.960] getCompletionData: Get previous token 1: 0.025400999933481216
Info 319  [12:55:45.960] getCompletionData: Get previous token 2: 0.14218199998140335
Info 320  [12:55:45.960] getCompletionsAtPosition: isCompletionListBlocker: 0.155906000174582
Info 321  [12:55:45.965] getSymbolsFromOtherSourceFileExports: Using cached list
Info 322  [12:55:45.966] getCompletionData: Semantic work: 5.61363000003621
Info 323  [12:55:45.978] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.883998000063002
Info 324  [12:55:46.030] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 325  [12:55:46.067] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 30 structureChanged: false Elapsed: 36.83843900030479ms
Info 326  [12:55:46.067] Different program with same set of files:: structureIsReused:: 2
Info 327  [12:55:46.470] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 328  [12:55:46.494] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 31 structureChanged: false Elapsed: 24.48863499984145ms
Info 329  [12:55:46.494] Different program with same set of files:: structureIsReused:: 2
Info 330  [12:55:47.253] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 331  [12:55:47.280] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 32 structureChanged: false Elapsed: 26.26591800013557ms
Info 332  [12:55:47.280] Different program with same set of files:: structureIsReused:: 2
Info 333  [12:55:47.560] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 334  [12:55:47.584] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 33 structureChanged: false Elapsed: 23.39655700000003ms
Info 335  [12:55:47.584] Different program with same set of files:: structureIsReused:: 2
Info 336  [12:55:47.810] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 337  [12:55:47.833] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 34 structureChanged: false Elapsed: 22.675171999726444ms
Info 338  [12:55:47.833] Different program with same set of files:: structureIsReused:: 2
Info 339  [12:55:48.072] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 340  [12:55:48.098] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 35 structureChanged: false Elapsed: 25.83022699970752ms
Info 341  [12:55:48.098] Different program with same set of files:: structureIsReused:: 2
Info 342  [12:55:48.255] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 343  [12:55:48.275] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 36 structureChanged: false Elapsed: 19.597818999551237ms
Info 344  [12:55:48.275] Different program with same set of files:: structureIsReused:: 2
Info 345  [12:55:48.607] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 346  [12:55:48.630] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 37 structureChanged: false Elapsed: 22.830351000186056ms
Info 347  [12:55:48.630] Different program with same set of files:: structureIsReused:: 2
Info 348  [12:55:48.779] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 349  [12:55:48.804] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 38 structureChanged: false Elapsed: 25.252011999953538ms
Info 350  [12:55:48.805] Different program with same set of files:: structureIsReused:: 2
Info 351  [12:55:48.875] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 352  [12:55:48.902] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 39 structureChanged: false Elapsed: 26.9573149997741ms
Info 353  [12:55:48.902] Different program with same set of files:: structureIsReused:: 2
Info 354  [12:55:49.002] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 355  [12:55:49.037] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 40 structureChanged: false Elapsed: 34.25015400024131ms
Info 356  [12:55:49.037] Different program with same set of files:: structureIsReused:: 2
Info 357  [12:55:49.166] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 358  [12:55:49.188] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 41 structureChanged: false Elapsed: 22.78903800016269ms
Info 359  [12:55:49.189] Different program with same set of files:: structureIsReused:: 2
Info 360  [12:55:49.264] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 361  [12:55:49.287] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 42 structureChanged: false Elapsed: 22.547549999784678ms
Info 362  [12:55:49.287] Different program with same set of files:: structureIsReused:: 2
Info 363  [12:55:49.511] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 364  [12:55:49.538] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 43 structureChanged: false Elapsed: 27.096365000121295ms
Info 365  [12:55:49.538] Different program with same set of files:: structureIsReused:: 2
Info 366  [12:55:49.788] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 367  [12:55:49.807] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 44 structureChanged: false Elapsed: 18.73312499979511ms
Info 368  [12:55:49.807] Different program with same set of files:: structureIsReused:: 2
Info 369  [12:55:49.916] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 370  [12:55:49.946] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 45 structureChanged: false Elapsed: 30.438054000027478ms
Info 371  [12:55:49.946] Different program with same set of files:: structureIsReused:: 2
Info 372  [12:55:50.013] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 373  [12:55:50.036] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 46 structureChanged: false Elapsed: 22.93391600018367ms
Info 374  [12:55:50.036] Different program with same set of files:: structureIsReused:: 2
Info 375  [12:55:50.151] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 376  [12:55:50.179] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 47 structureChanged: false Elapsed: 28.186887999996543ms
Info 377  [12:55:50.179] Different program with same set of files:: structureIsReused:: 2
Info 378  [12:55:51.114] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 379  [12:55:51.137] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 48 structureChanged: false Elapsed: 22.86738000018522ms
Info 380  [12:55:51.137] Different program with same set of files:: structureIsReused:: 2
Info 381  [12:55:51.295] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 382  [12:55:51.322] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 49 structureChanged: false Elapsed: 26.550555999856442ms
Info 383  [12:55:51.322] Different program with same set of files:: structureIsReused:: 2
Info 384  [12:55:51.434] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 385  [12:55:51.461] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 50 structureChanged: false Elapsed: 27.377368999645114ms
Info 386  [12:55:51.461] Different program with same set of files:: structureIsReused:: 2
Info 387  [12:55:51.718] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 388  [12:55:51.738] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 51 structureChanged: false Elapsed: 20.574301999993622ms
Info 389  [12:55:51.738] Different program with same set of files:: structureIsReused:: 2
Info 390  [12:55:52.029] getCompletionData: Get current token: 0.007708999793976545
Info 391  [12:55:52.029] getCompletionData: Is inside comment: 0.003792999777942896
Info 392  [12:55:52.029] getCompletionData: Get previous token 1: 0.015178999863564968
Info 393  [12:55:52.029] getCompletionsAtPosition: isCompletionListBlocker: 0.01733399974182248
Info 394  [12:55:52.033] getSymbolsFromOtherSourceFileExports: Using cached list
Info 395  [12:55:52.034] getCompletionData: Semantic work: 5.037764999549836
Info 396  [12:55:52.039] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.542723000049591
Info 397  [12:55:52.178] getCompletionData: Get current token: 0.008138000033795834
Info 398  [12:55:52.178] getCompletionData: Is inside comment: 0.004676000215113163
Info 399  [12:55:52.178] getCompletionData: Get previous token 1: 0.018157999962568283
Info 400  [12:55:52.178] getCompletionsAtPosition: isCompletionListBlocker: 0.01644499972462654
Info 401  [12:55:52.181] getSymbolsFromOtherSourceFileExports: Using cached list
Info 402  [12:55:52.182] getCompletionData: Semantic work: 3.3356890003196895
Info 403  [12:55:52.184] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.3192790001630783
Info 404  [12:55:52.188] getCompletionData: Get current token: 0.005026999861001968
Info 405  [12:55:52.188] getCompletionData: Is inside comment: 0.005934999790042639
Info 406  [12:55:52.188] getCompletionData: Get previous token 1: 0.02459800010547042
Info 407  [12:55:52.188] getCompletionsAtPosition: isCompletionListBlocker: 0.01657100021839142
Info 408  [12:55:52.191] getSymbolsFromOtherSourceFileExports: Using cached list
Info 409  [12:55:52.192] getCompletionData: Semantic work: 3.5859119999222457
Info 410  [12:55:52.194] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.452333000022918
